% function evaluation | noise-free fitness - Fopt (-9.210000000000e+000) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.715840217e+001 +4.715840217e+001 +3.794840217e+001 +3.794840217e+001 +1.1376e+000 +6.7040e-001
5 +3.937995557e+001 +3.937995557e+001 +3.016995557e+001 +3.016995557e+001 +1.3700e+000 +1.4250e+000
6 +2.864300658e+001 +2.864300658e+001 +1.943300658e+001 +1.943300658e+001 -4.8777e-001 +2.6845e+000
9 +7.911728355e+000 +7.911728355e+000 -1.298271645e+000 -1.298271645e+000 -2.9117e+000 +1.0706e+001
12 +7.242410547e+000 +7.242410547e+000 -1.967589453e+000 -1.967589453e+000 -2.2424e+000 +6.4029e+000
17 +6.675251903e+000 +6.675251903e+000 -2.534748097e+000 -2.534748097e+000 -1.6753e+000 +7.8025e+000
19 +6.492549485e+000 +6.492549485e+000 -2.717450515e+000 -2.717450515e+000 -1.4925e+000 +1.5222e+001
21 +5.858756383e+000 +5.858756383e+000 -3.351243617e+000 -3.351243617e+000 -8.5876e-001 +3.1242e+001
22 +3.599276047e+000 +3.599276047e+000 -5.610723953e+000 -5.610723953e+000 +1.4007e+000 +4.3139e+001
24 +1.997184155e+000 +1.997184155e+000 -7.212815845e+000 -7.212815845e+000 +3.0028e+000 +2.1300e+001
37 +0.000000000e+000 +0.000000000e+000 -9.210000000e+000 -9.210000000e+000 +7.8285e+000 +2.6802e+001
64356 +1.#INF00000e+000 +0.000000000e+000 +1.#INF00000e+000 -9.210000000e+000 +1.3386e+307 -6.0976e+307
% function evaluation | noise-free fitness - Fopt (6.559900000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.987849245e+001 +9.987849245e+001 +7.558684924e+002 +7.558684924e+002 +3.7532e+000 +4.8632e+000
2 +5.625655061e+001 +5.625655061e+001 +7.122465506e+002 +7.122465506e+002 +1.6531e+000 +2.9097e-001
10 +5.166295403e+001 +5.166295403e+001 +7.076529540e+002 +7.076529540e+002 +4.3391e+000 +1.0020e-001
12 +2.763111826e+001 +2.763111826e+001 +6.836211183e+002 +6.836211183e+002 +2.6432e+000 -2.4726e+000
21 +3.760546786e+000 +3.760546786e+000 +6.597505468e+002 +6.597505468e+002 +1.2395e+000 -9.0592e+000
24 +0.000000000e+000 +0.000000000e+000 +6.559900000e+002 +6.559900000e+002 +5.9640e+000 -5.4098e+000
% function evaluation | noise-free fitness - Fopt (6.671000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.137971372e+001 +7.137971372e+001 +1.380897137e+002 +1.380897137e+002 -8.0318e+000 +2.1380e+000
4 +5.078868854e+001 +5.078868854e+001 +1.174986885e+002 +1.174986885e+002 -2.7009e+000 -1.5104e-001
5 +3.188819927e+000 +3.188819927e+000 +6.989881993e+001 +6.989881993e+001 -1.8112e+000 -6.7116e+000
20 +6.501743510e-001 +6.501743510e-001 +6.736017435e+001 +6.736017435e+001 -1.0252e+001 -4.9350e+000
29 +0.000000000e+000 +0.000000000e+000 +6.671000000e+001 +6.671000000e+001 -5.5365e+000 -5.4743e+000
62616 +1.#INF00000e+000 +0.000000000e+000 +1.#INF00000e+000 +6.671000000e+001 -2.4234e+291 +8.2378e+307
% function evaluation | noise-free fitness - Fopt (9.416700000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.037514027e+001 +2.037514027e+001 +9.620451403e+002 +9.620451403e+002 -9.6060e+000 -2.9625e+000
17 +0.000000000e+000 +0.000000000e+000 +9.416700000e+002 +9.416700000e+002 -2.3799e+001 -6.2854e+000
56168 +1.#INF00000e+000 +0.000000000e+000 +1.#INF00000e+000 +9.416700000e+002 -8.9290e+266 +2.6525e+307
% function evaluation | noise-free fitness - Fopt (-3.745000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.178137161e+001 +5.178137161e+001 +1.433137161e+001 +1.433137161e+001 -1.6928e+000 +4.9115e-001
6 +3.522363584e+001 +3.522363584e+001 -2.226364165e+000 -2.226364165e+000 +9.1585e+000 +1.4776e+000
