% function evaluation | noise-free fitness - Fopt (-1.694000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.261545330e+002 +1.261545330e+002 +1.092145330e+002 +1.092145330e+002 -7.5816e-001 -2.0227e+000 -1.5043e+000 -6.2815e+000 +6.8627e-001 +4.8076e+000 +4.3313e+000 -1.9801e-002 +2.7936e+000 -1.9161e+000 +1.4372e+000 -3.1483e+000 +2.8300e+000 -2.5149e+000 +3.6304e+000 -1.1265e+000 +4.9786e+000 +1.6967e+000 -2.4962e+000 +8.6719e-001
30 +1.174028763e+002 +1.174028763e+002 +1.004628763e+002 +1.004628763e+002 +1.1875e+000 +4.4685e+000 -1.0371e+000 -5.3401e+000 -1.6359e+000 +3.0516e+000 +3.8291e+000 -2.6898e+000 -4.2930e+000 +1.3799e+000 +1.7897e+000 -1.3837e+000 +4.5752e+000 -2.5673e+000 +2.7327e+000 -2.0363e+000 +3.4042e-001 +9.9053e-001 +5.4299e+000 +5.3410e+000
106 +9.039371143e+001 +9.039371143e+001 +7.345371143e+001 +7.345371143e+001 -3.0471e+000 +6.5438e-001 -2.7763e+000 -2.1873e-001 -3.5912e-001 -1.0272e+000 +4.5068e+000 -8.3511e-001 +4.1608e+000 +1.5934e+000 +1.0275e+000 -2.0391e+000 +1.6675e+000 -4.6158e+000 +3.4016e+000 +1.9671e+000 +2.2124e+000 -1.8972e+000 -9.1957e-001 -2.4049e+000
219 +7.427944282e+001 +7.427944282e+001 +5.733944282e+001 +5.733944282e+001 -1.3210e+000 +1.2339e+000 -3.9708e+000 -4.4044e+000 -1.0419e-001 +2.0944e+000 +4.3368e+000 -5.9200e-001 -4.0776e-001 -9.2587e-001 +1.6526e+000 -1.3342e+000 +5.3808e+000 -2.9850e+000 +1.1164e+000 +1.6222e+000 +1.3393e-001 +3.0231e-001 -2.8599e+000 +4.6873e+000
302 +6.927166119e+001 +6.927166119e+001 +5.233166119e+001 +5.233166119e+001 -4.2334e+000 +1.1640e+000 +3.1038e-001 -3.8847e+000 +5.9698e-001 +1.8176e+000 +5.1841e+000 +5.0485e-001 -1.3915e+000 +5.9794e-001 +8.6433e-001 -1.4101e+000 +2.0158e+000 -4.1721e+000 -3.7618e-002 -7.1976e-001 +1.8335e+000 +2.8083e-001 -1.5007e+000 +2.1800e+000
372 +6.591866411e+001 +6.591866411e+001 +4.897866411e+001 +4.897866411e+001 -2.1190e+000 -4.0466e+000 -4.1846e+000 -4.0119e+000 +2.4993e+000 +1.6859e+000 +3.7657e+000 -2.3560e+000 -1.5324e-001 +4.1657e-001 +1.7558e+000 -1.4223e+000 +4.9090e-001 -5.2502e+000 -1.0819e-001 -1.6723e+000 +1.7379e+000 -1.8214e+000 -1.7156e+000 +3.7940e+000
401 +5.843972468e+001 +5.843972468e+001 +4.149972468e+001 +4.149972468e+001 -3.1436e+000 -9.5451e-001 -4.7159e-001 -3.3092e+000 +1.2653e+000 +2.7171e+000 +4.1784e+000 -2.0121e+000 -9.4371e-001 -1.1094e+000 +1.9348e+000 -2.3264e+000 +3.8421e-001 -4.1483e+000 +1.0309e+000 +2.4048e+000 +9.2780e-001 +2.3627e-001 +7.1182e-001 +2.3986e-001
511 +4.446632322e+001 +4.446632322e+001 +2.752632322e+001 +2.752632322e+001 +1.1854e+000 +3.2115e+000 -2.2510e+000 -1.8572e+000 +2.3695e+000 +1.6673e+000 +2.7688e+000 -2.5718e+000 -3.2050e+000 +4.2863e-001 -1.2494e-001 -1.5849e+000 +2.4046e+000 -5.0792e+000 +7.0522e-001 -1.6875e+000 +1.4315e+000 +4.9484e-001 +1.7860e-001 -2.5960e-002
748 +4.048762595e+001 +4.048762595e+001 +2.354762595e+001 +2.354762595e+001 -1.2755e+000 +4.7892e-001 -2.9761e+000 -3.3231e+000 +3.5341e+000 +1.2746e+000 +4.0654e+000 -1.6357e+000 -1.9126e+000 -5.6839e-001 +2.9238e+000 -1.0343e+000 +4.8280e-002 -2.9987e+000 +1.0145e+000 +9.6300e-001 +2.5567e+000 -7.9857e-001 -5.6527e-001 +3.7876e+000
769 +3.760802121e+001 +3.760802121e+001 +2.066802121e+001 +2.066802121e+001 -1.8669e+000 +4.2191e+000 -2.3063e+000 -2.5438e+000 +1.4646e-001 +1.2177e+000 +4.0576e+000 -1.8247e+000 +4.4503e-001 -5.4281e+000 -7.9971e-002 -3.3855e+000 +6.3079e-001 -4.5338e+000 +1.7445e+000 +5.0194e-001 +4.0040e+000 -2.7372e-001 +2.3929e-001 +2.3658e+000
789 +3.695252810e+001 +3.695252810e+001 +2.001252810e+001 +2.001252810e+001 +1.5813e+000 +1.1870e+000 -1.6012e+000 -1.3895e+000 +5.4007e+000 +1.6945e-001 +1.8815e+000 -2.2625e+000 -1.6253e+000 -3.5289e-001 +3.4540e+000 -1.3905e+000 +2.9149e+000 -3.3683e+000 +1.0325e+000 +7.8757e-001 +1.9883e+000 +3.3624e-002 +3.7778e+000 +1.8353e+000
832 +3.501023759e+001 +3.501023759e+001 +1.807023759e+001 +1.807023759e+001 -1.3311e+000 -3.2356e-001 -3.3218e+000 -3.1580e+000 +2.5297e+000 +5.7466e-001 +2.5526e+000 -1.6480e+000 -2.7079e+000 -1.7581e+000 +1.6821e+000 -1.3080e+000 -7.5362e-001 -3.7069e+000 +1.2453e+000 +1.5615e+000 +2.1601e+000 -1.0438e+000 -8.5727e-001 +3.5631e+000
914 +3.420982032e+001 +3.420982032e+001 +1.726982032e+001 +1.726982032e+001 -1.3830e+000 +9.2024e-001 -3.5808e+000 -7.2576e-001 +9.2224e-001 -5.4909e-001 +3.8190e+000 -1.0551e+000 +2.5275e-001 -2.2782e+000 +5.6739e+000 -1.2530e+000 +1.2077e+000 -2.1469e+000 +8.0531e-001 +2.9517e+000 +1.5202e+000 +3.2258e+000 -3.7436e+000 +5.0772e-001
1041 +3.321300538e+001 +3.321300538e+001 +1.627300538e+001 +1.627300538e+001 -4.8967e-001 +2.0824e+000 -3.2832e+000 -3.0147e+000 +8.3090e-001 -4.6745e-001 +4.1055e+000 -2.7901e+000 -2.3893e+000 -2.2239e+000 +2.7760e+000 -4.8601e+000 +1.4468e+000 -3.6018e+000 -5.3040e-001 +1.7947e+000 +2.8829e+000 -1.0305e+000 -7.0424e-001 +2.3418e+000
1062 +2.823263524e+001 +2.823263524e+001 +1.129263524e+001 +1.129263524e+001 -1.0794e+000 +2.6937e+000 -2.8405e+000 -3.8982e+000 +2.5876e+000 +2.5968e-001 +3.1876e+000 -2.5555e+000 -2.0454e+000 -4.2142e+000 -4.3024e-001 -2.8908e-001 +1.1309e-001 -3.3961e+000 +1.4716e+000 +1.5455e+000 +3.8130e+000 -9.3033e-001 +5.3720e-001 -9.2776e-001
1274 +2.741597824e+001 +2.741597824e+001 +1.047597824e+001 +1.047597824e+001 -1.3919e+000 +4.2040e+000 -3.2978e+000 -8.1937e-001 +3.2497e+000 -9.6477e-001 +2.7564e+000 -2.4185e+000 -1.4251e+000 -1.9993e+000 +1.6272e+000 -9.9821e-001 -2.0267e-001 -3.1661e+000 -1.1053e+000 +2.1955e+000 +2.6267e+000 -4.7739e-001 +2.2830e-001 +1.6133e+000
1323 +1.998587302e+001 +1.998587302e+001 +3.045873019e+000 +3.045873019e+000 +4.5299e-001 +1.9092e+000 -2.6428e+000 -2.6559e+000 +1.9606e+000 -8.4588e-001 +2.6131e+000 -2.1944e+000 -1.8933e+000 -9.4050e-001 +2.6170e+000 -9.0910e-001 +2.1744e-001 -2.8275e+000 +1.1963e+000 +1.9348e+000 +3.9971e+000 -2.2143e-001 +4.8202e-001 +2.5323e+000
1580 +1.680377091e+001 +1.680377091e+001 -1.362290885e-001 -1.362290885e-001 -3.7918e-002 +4.5564e+000 -1.7975e+000 -1.0784e+000 +2.4602e+000 -2.6464e-001 +2.9761e+000 -1.9295e+000 -2.5438e+000 -2.3804e+000 +1.0354e+000 -8.2602e-001 +8.4043e-001 -3.1105e+000 +8.3973e-001 +2.0268e+000 +3.6566e+000 -1.7776e-001 +4.9047e-001 +2.3664e+000
1792 +1.566464250e+001 +1.566464250e+001 -1.275357501e+000 -1.275357501e+000 +1.1357e+000 +1.8639e+000 -1.4871e+000 -2.2733e+000 +2.1617e+000 -2.9844e-001 +3.9895e+000 -2.2777e+000 -2.0049e+000 -2.4618e+000 +1.2749e+000 +1.6839e+000 -7.8645e-001 -2.9523e+000 +1.0151e+000 +1.7546e+000 +3.1833e+000 -3.4811e-001 -1.9245e+000 +1.2766e+000
2017 +1.525250387e+001 +1.525250387e+001 -1.687496129e+000 -1.687496129e+000 +1.2799e+000 +1.8715e+000 -1.3238e+000 -7.9920e-001 +2.3022e+000 -4.5248e-001 +3.3561e+000 -3.1086e+000 -1.8097e+000 -1.5947e+000 +2.4077e+000 -8.1960e-001 -6.3775e-001 -3.2213e+000 +1.7218e+000 +1.3733e+000 +3.7127e+000 -8.2128e-003 +5.7072e-001 +3.7087e+000
2101 +1.421370488e+001 +1.421370488e+001 -2.726295115e+000 -2.726295115e+000 +1.2432e+000 +1.0799e+000 -1.8541e+000 -9.3952e-001 +1.8921e+000 -1.2901e+000 +3.0908e+000 -2.5900e+000 -2.1780e+000 -1.4470e+000 +1.9867e+000 -1.0378e+000 -1.1252e-001 -3.0068e+000 +8.8637e-001 +2.6766e+000 +3.2284e+000 +8.8381e-002 +3.7164e-001 +1.2299e+000
