% function evaluation | noise-free fitness - Fopt (-1.000000000000e+003) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.039893383e+002 +1.039893383e+002 -8.960106617e+002 -8.960106617e+002 -1.1342e+000 -3.7369e+000 -7.9481e+000 -3.0745e+000 +1.2868e+000 -3.9361e+000 -8.1482e+000 +1.1969e+000 -3.6758e+000 +2.1780e-001
2 +1.005700018e+002 +1.005700018e+002 -8.994299982e+002 -8.994299982e+002 -1.4308e-001 -5.6427e+000 -5.3289e+000 +3.9299e-002 -7.2371e-001 +2.3205e+000 -5.5088e+000 -2.8640e+000 -8.6412e+000 -4.3600e+000
3 +9.144687951e+001 +9.144687951e+001 -9.085531205e+002 -9.085531205e+002 +4.9893e-001 -4.6755e+000 -3.0224e+000 -4.4221e+000 -6.7273e+000 +2.8856e+000 -6.4482e+000 +1.7986e+000 -2.9565e+000 -4.7621e+000
4 +9.011892184e+001 +9.011892184e+001 -9.098810782e+002 -9.098810782e+002 -1.6163e+000 -5.5802e+000 -5.1302e+000 -1.6162e+000 -5.5508e+000 +2.1105e+000 -6.7065e+000 -4.7506e+000 -7.8075e-001 -5.8865e+000
6 +8.851056526e+001 +8.851056526e+001 -9.114894347e+002 -9.114894347e+002 -1.8500e+000 -5.7362e+000 -1.2358e+000 -2.5553e+000 -1.4043e+000 +2.6639e+000 -3.8882e+000 -6.1897e+000 +4.5456e+000 -4.4095e+000
10 +8.446206373e+001 +8.446206373e+001 -9.155379363e+002 -9.155379363e+002 -1.6040e+000 -4.0356e+000 -5.1897e+000 -3.3847e+000 -5.2691e-001 +9.2356e-001 -2.2171e+000 -1.7458e+000 -5.7347e-001 -1.8188e+000
31 +8.279648919e+001 +8.279648919e+001 -9.172035108e+002 -9.172035108e+002 -6.2486e+000 -2.9885e+000 -4.3692e-001 -2.8553e+000 -2.6186e+000 +5.4381e+000 -2.8330e+000 +2.7688e-001 -3.8567e+000 -3.0589e+000
80 +7.788552185e+001 +7.788552185e+001 -9.221144781e+002 -9.221144781e+002 -4.3043e-001 -5.3035e-001 -4.0009e+000 -1.4083e+000 -1.3026e+000 +3.0569e+000 -3.6071e+000 -7.8910e-001 -4.3983e+000 -1.3438e+000
199 +7.665036584e+001 +7.665036584e+001 -9.233496342e+002 -9.233496342e+002 -3.2126e+000 -2.5422e+000 -2.4486e+000 +3.0296e+000 -5.9798e+000 +1.2558e+000 -1.2661e+000 -2.4620e+000 -2.8957e+000 +2.3528e+000
211 +6.324800618e+001 +6.324800618e+001 -9.367519938e+002 -9.367519938e+002 -4.5141e-001 -4.1878e-001 -2.3937e+000 +3.3197e-002 -1.3467e+000 +3.9092e-001 -2.8639e+000 -3.4433e-001 +3.9477e+000 +1.3924e+000
