% function evaluation | noise-free fitness - Fopt (3.590000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.544512267e+006 +1.544512267e+006 +1.544548167e+006 +1.544548167e+006 -2.7784e-002 +6.5313e+000 -1.1957e+001 -4.6598e+000 -2.9752e+000 +3.0975e-001 +1.9980e+000 +1.4198e+000 -5.9899e-001 +3.8769e+000
2 +4.266625288e+005 +4.266625288e+005 +4.266984288e+005 +4.266984288e+005 +9.7366e-001 +3.4638e+000 +3.7715e+000 +6.4142e+000 -3.7385e+000 -5.2706e-001 -2.5848e+000 -5.9344e+000 -1.1620e+000 -1.5043e+000
3 +3.571654885e+005 +3.571654885e+005 +3.572013885e+005 +3.572013885e+005 -6.2197e-001 +1.2469e+001 +8.0786e-001 +2.0981e+000 -3.0848e+000 -4.0659e+000 +3.1510e+000 -2.6759e+000 -1.2572e+000 +2.8406e+000
5 +9.775544546e+004 +9.775544546e+004 +9.779134546e+004 +9.779134546e+004 +1.1683e+000 +3.9123e+000 +3.0125e+000 +5.2448e-003 -6.4207e+000 +2.1605e+000 +2.5735e+000 +1.2837e+000 -1.6136e+000 +2.8658e+000
8 +1.352565788e+004 +1.352565788e+004 +1.356155788e+004 +1.356155788e+004 +3.5879e+000 +4.6522e+000 +5.3694e+000 -8.5586e-001 -3.4605e+000 +3.6669e-001 +3.1410e+000 -1.3194e+000 -3.9662e+000 +4.8757e+000
26 +1.017285331e+004 +1.017285331e+004 +1.020875331e+004 +1.020875331e+004 -2.3631e+000 +5.0856e+000 +4.2740e+000 -1.3429e+000 -3.5893e+000 -1.6305e+000 +1.1750e+000 -1.7042e+000 -1.3579e+000 +3.6916e+000
59 +1.980375417e+003 +1.980375417e+003 +2.016275417e+003 +2.016275417e+003 +1.4013e+000 +3.5606e+000 +4.9360e+000 +1.8017e-001 -3.1869e+000 -5.3394e-001 -4.9384e+000 -2.2017e+000 -3.2303e+000 -8.1154e-002
64 +3.017569329e+002 +3.017569329e+002 +3.376569329e+002 +3.376569329e+002 -1.9002e+000 +8.3649e+000 +5.3238e+000 -5.1897e+000 -4.8089e+000 -6.3172e-001 +3.6225e+000 -3.5714e+000 -1.1830e+000 +1.8552e+000
82 +1.478583768e+002 +1.478583768e+002 +1.837583768e+002 +1.837583768e+002 +3.4111e+000 +4.2429e+000 +2.7169e+000 -3.1363e-001 -3.9037e+000 -4.1236e+000 -3.1293e+000 -1.3567e+000 -3.8741e+000 +3.0227e+000
312 +1.168711615e+002 +1.168711615e+002 +1.527711615e+002 +1.527711615e+002 +2.0420e+000 +6.9325e+000 +2.4154e+000 -1.4596e+000 -2.0907e+000 -2.2244e+000 -2.3718e+000 -2.8763e-001 -4.4909e+000 +1.2868e-001
381 +1.032949597e+002 +1.032949597e+002 +1.391949597e+002 +1.391949597e+002 +2.5350e+000 +6.4286e+000 +1.6218e+000 +3.1517e-002 -1.4993e+000 -1.4082e+000 -2.2582e+000 -5.5903e-001 -5.5603e+000 +1.5475e+000
556 +1.010764826e+002 +1.010764826e+002 +1.369764826e+002 +1.369764826e+002 +2.0078e+000 +4.0931e+000 +1.8469e+000 -1.4552e+000 -1.8302e-001 -2.3568e+000 -4.2926e+000 -1.8951e+000 -3.9613e+000 +2.4280e+000
601 +7.806984163e+001 +7.806984163e+001 +1.139698416e+002 +1.139698416e+002 +2.3269e+000 +4.9104e+000 +2.2830e+000 -3.1672e-001 +2.2698e-001 -1.4369e+000 -3.7792e+000 -2.1538e+000 -4.1343e+000 +2.3293e+000
651 +7.100789028e+001 +7.100789028e+001 +1.069078903e+002 +1.069078903e+002 +2.2977e+000 +5.2957e+000 +1.9123e+000 -4.3894e-001 -6.5037e-001 -1.9283e+000 -3.0339e+000 -2.2866e+000 -4.0346e+000 +1.9370e+000
731 +6.462223912e+001 +6.462223912e+001 +1.005222391e+002 +1.005222391e+002 +1.9775e+000 +4.5043e+000 +2.5683e+000 -5.2470e-002 +8.7761e-001 -1.8082e+000 -4.4744e+000 -2.6595e+000 -4.0829e+000 +1.3635e+000
763 +5.789284907e+001 +5.789284907e+001 +9.379284907e+001 +9.379284907e+001 +1.6865e+000 +5.3172e+000 +2.7044e+000 -1.4573e-001 -5.7432e-001 -1.9275e+000 -2.0130e+000 -2.6463e+000 -3.7261e+000 +8.7954e-001
