% function evaluation | noise-free fitness - Fopt (-6.211100000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.862482608e+008 +6.862482608e+008 +6.862476397e+008 +6.862476397e+008 +4.8597e+000 +6.3605e+000 -5.1819e+000 +4.1004e+000 +3.1130e-001 -7.2943e+000 -4.0256e+000 -4.0907e+000 +1.2750e+001 -4.1574e+000
2 +3.432059252e+008 +3.432059252e+008 +3.432053041e+008 +3.432053041e+008 +8.9693e-001 +5.0703e+000 -4.7723e+000 +4.8447e+000 -1.0202e+000 -1.4781e+000 -3.3561e+000 -1.7421e-002 -4.4409e-001 -7.0918e-002
7 +1.076867811e+008 +1.076867811e+008 +1.076861600e+008 +1.076861600e+008 +3.7501e+000 +9.5414e+000 -1.4437e+000 -5.7603e-001 -1.0480e+000 +6.5086e-001 -3.2090e+000 -4.2379e-001 +6.6964e-001 +1.2321e-001
63 +7.306291801e+007 +7.306291801e+007 +7.306229690e+007 +7.306229690e+007 +4.4537e-001 +4.4680e+000 -3.4433e+000 +4.3261e+000 +2.8294e+000 +8.0673e-001 -2.8803e+000 -2.1867e+000 +4.0061e+000 +7.5283e-001
158 +6.990906554e+007 +6.990906554e+007 +6.990844443e+007 +6.990844443e+007 +1.5590e+000 +7.5745e+000 -2.4428e-001 +1.8192e-001 -2.6498e-001 +1.9033e+000 -3.7912e+000 +2.0635e-001 +2.3859e+000 -4.4278e-001
161 +5.776084485e+007 +5.776084485e+007 +5.776022374e+007 +5.776022374e+007 -6.5099e-001 +4.6648e+000 -2.6391e+000 -3.4426e+000 +1.4544e+000 +1.1682e+000 -4.8596e+000 -2.1207e+000 +7.4293e-001 +2.6293e+000
186 +5.725304718e+007 +5.725304718e+007 +5.725242607e+007 +5.725242607e+007 -2.1746e+000 +3.1817e+000 +2.6045e+000 -4.1813e-001 -7.4886e-001 +2.7100e+000 +4.5362e+000 -2.0754e+000 +6.6163e-001 +4.7709e-001
190 +4.037029564e+007 +4.037029564e+007 +4.036967453e+007 +4.036967453e+007 -2.0130e+000 +4.1892e+000 -3.2382e+000 -1.1350e+000 -1.3873e+000 -1.9138e-001 -2.5755e+000 -2.5932e+000 +1.3096e+000 +3.3648e-001
224 +3.961317178e+007 +3.961317178e+007 +3.961255067e+007 +3.961255067e+007 +4.9985e-001 +5.0282e+000 -1.9871e+000 -2.0377e+000 -2.8517e+000 +1.9432e+000 -1.2031e+000 -1.6771e+000 +1.0469e+000 -1.0267e+000
274 +3.333207820e+007 +3.333207820e+007 +3.333145709e+007 +3.333145709e+007 -2.3128e+000 +4.9078e+000 +2.0859e-001 -5.8523e+000 -8.7115e-002 +8.4382e-001 -2.8139e+000 -6.1423e-001 +2.4358e+000 +6.7110e-001
