% function evaluation | noise-free fitness - Fopt (-6.211100000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.225896937e+009 +2.225896937e+009 +2.225896315e+009 +2.225896315e+009 -1.0566e+000 +3.0142e-001 +2.3638e+000 +4.4611e+000 +6.4348e+000 -1.4352e+000 -2.3461e+000 +9.3575e-001 -8.6805e-001 +1.7179e+000 -4.9702e+000 +1.4270e+000 +3.4928e-001 +7.0766e-001 +5.0455e+000 +2.3956e+000 +3.0093e-001 +1.3167e+000 +6.2965e-001 +3.3987e+000
5 +7.763218958e+008 +7.763218958e+008 +7.763212747e+008 +7.763212747e+008 +3.6414e+000 +2.5264e+000 +1.2589e+000 +5.7158e+000 -5.9027e-001 -6.3848e+000 +3.1803e-001 +2.1892e+000 -6.2770e-002 +3.1808e+000 -3.6748e+000 +1.9950e-001 +2.6010e+000 -9.1582e-002 +1.8471e+000 +2.5695e+000 +1.7952e+000 +6.0791e-001 +4.2332e+000 -2.5151e+000
11 +5.170724532e+008 +5.170724532e+008 +5.170718321e+008 +5.170718321e+008 +2.7821e+000 +6.2523e+000 +2.3606e+000 -7.7258e-001 -4.5381e-001 -1.2305e+000 -3.7972e+000 +3.0847e+000 +4.2471e+000 -1.2239e+000 -5.8024e+000 +2.7448e+000 -8.1696e-002 +7.1604e-002 +4.6372e+000 +2.3274e+000 +2.1197e+000 +2.8342e+000 +2.2692e+000 +3.8626e+000
62 +4.436450605e+008 +4.436450605e+008 +4.436444394e+008 +4.436444394e+008 +1.1005e-001 +1.8176e+000 -2.7961e+000 -2.0104e-002 +3.1775e+000 -1.9535e+000 -1.6055e+000 -3.0563e+000 +1.2820e-001 +3.8854e-001 -1.1776e+000 +4.2377e+000 +4.3027e-002 +1.8518e+000 +1.5532e+000 +1.8802e+000 +2.0186e-001 +1.4222e-002 +1.0727e+000 +3.9013e+000
66 +3.655274801e+008 +3.655274801e+008 +3.655268590e+008 +3.655268590e+008 -5.6087e+000 +4.0919e+000 -2.9365e+000 +3.9089e+000 -3.8396e-001 +1.2108e+000 +1.2944e-002 -1.0605e+000 +4.6738e+000 -7.1387e-001 -4.9244e+000 +1.3101e-001 -1.1006e+000 +2.7744e+000 +3.0344e+000 -7.4257e+000 +1.1650e-002 -2.7503e-001 +6.3364e+000 +3.2806e+000
113 +2.144367372e+008 +2.144367372e+008 +2.144361161e+008 +2.144361161e+008 -2.3911e+000 +8.6411e-001 -1.2184e-001 -3.9658e-001 +3.2712e-001 -4.6994e+000 +1.4375e+000 +9.4762e-001 -3.0219e+000 +1.0166e+000 -4.1983e+000 +3.1729e+000 +1.6418e+000 +3.3500e-001 +6.7091e-001 -2.3438e+000 -1.5449e-002 +3.9369e+000 +1.1706e+000 +1.7062e+000
209 +1.844356250e+008 +1.844356250e+008 +1.844350039e+008 +1.844350039e+008 +3.0003e+000 +1.5462e+000 -2.2202e-001 +2.2036e+000 -1.3249e+000 -2.5799e+000 +7.6971e-001 +2.5371e+000 +1.9012e+000 +1.6864e+000 -4.2527e+000 +2.0530e+000 +1.3473e+000 -2.7203e+000 +1.9946e+000 -1.8026e+000 +1.4052e+000 +4.2470e+000 +3.3447e+000 +4.4046e+000
230 +1.762228674e+008 +1.762228674e+008 +1.762222463e+008 +1.762222463e+008 +3.9069e-001 +4.5248e+000 -6.2431e-001 -1.8995e+000 -3.6184e+000 -4.1232e+000 -2.6261e+000 -7.3324e-001 +2.1827e+000 -3.6832e+000 -2.0769e+000 +6.9410e-001 -2.5192e-001 +2.0145e+000 +3.2376e+000 -2.1095e+000 +1.0404e+000 +3.6728e+000 +2.7710e-001 +4.9986e+000
236 +1.632872309e+008 +1.632872309e+008 +1.632866098e+008 +1.632866098e+008 +2.1044e+000 +2.4098e+000 +2.9234e-001 -1.7130e+000 -2.4890e+000 -3.3633e+000 -9.2658e-001 +6.5031e-001 +7.3227e-001 +1.2757e+000 -2.7138e+000 +6.6431e+000 +1.6353e+000 -1.2693e+000 +1.3056e+000 +1.6089e-001 +1.6475e+000 +1.8844e+000 +1.2017e+000 +1.1435e+000
282 +1.599995313e+008 +1.599995313e+008 +1.599989102e+008 +1.599989102e+008 -4.2389e+000 +5.0278e+000 -2.8860e+000 +3.8869e+000 +4.7219e-002 -1.2128e+000 +6.7459e-001 -5.7035e-001 +9.8983e-001 +3.6141e+000 -2.4065e+000 +5.0444e+000 +2.1715e+000 -7.9020e-001 +2.5087e+000 -5.0285e+000 +2.4503e+000 +1.5416e+000 +7.8298e-001 +1.3805e+000
396 +1.395310386e+008 +1.395310386e+008 +1.395304175e+008 +1.395304175e+008 -8.9340e-001 +1.7357e+000 +2.0107e-001 -1.3116e+000 -2.4471e+000 -4.6135e+000 -7.8625e-001 -2.1183e-001 +3.8277e+000 +2.8978e+000 -3.7123e+000 +1.0871e+000 +1.3423e+000 -2.7283e+000 +7.1425e-002 -5.5032e+000 +4.1952e-001 +3.0776e+000 +2.4098e-001 +2.5712e+000
409 +1.133889338e+008 +1.133889338e+008 +1.133883127e+008 +1.133883127e+008 -5.2303e-001 +6.2344e+000 -1.8200e+000 +7.1897e-001 -1.4420e-001 -3.8278e+000 -1.7258e+000 -2.1512e-001 +6.5098e-001 +2.2553e+000 -2.0645e+000 +1.4377e+000 +1.6441e+000 +7.0905e-001 +1.6751e+000 +6.1967e-001 +2.4804e+000 +1.8990e+000 +2.3832e+000 +2.6786e+000
451 +1.054621880e+008 +1.054621880e+008 +1.054615669e+008 +1.054615669e+008 -4.0149e-001 +4.0703e+000 -1.0396e+000 +2.2883e+000 -8.1359e-001 -1.2900e+000 +2.5872e-001 +3.3876e+000 -2.4532e-001 +1.8503e+000 -4.1656e+000 +2.5699e+000 +6.3457e-001 +1.0323e+000 +2.4912e+000 -4.0195e+000 +1.3858e+000 +4.5100e+000 +1.2347e+000 +6.6887e-002
573 +9.131298998e+007 +9.131298998e+007 +9.131236887e+007 +9.131236887e+007 -2.2523e+000 +3.9326e+000 +8.3740e-001 +1.0109e+000 -5.2397e+000 +1.9812e+000 +1.8473e+000 +9.9952e-001 +1.2832e+000 -2.2048e+000 +9.5777e-001 +4.9982e+000 +4.7208e+000 +2.8051e+000 +2.5040e+000 -3.3155e+000 +1.7417e+000 +1.0481e+000 +2.0427e+000 -1.7468e-001
636 +8.123826405e+007 +8.123826405e+007 +8.123764294e+007 +8.123764294e+007 -2.0518e+000 +7.5593e+000 -6.5111e-001 -8.9941e-001 -1.3385e+000 -1.0554e+000 +4.5986e-001 +4.2879e+000 -4.5205e-001 -1.8930e+000 +1.2019e+000 +1.4800e+000 +1.4388e+000 +5.4563e-001 +3.2919e+000 -5.0038e+000 -4.6653e-001 +1.6258e-001 +1.9439e+000 +4.7444e-001
762 +5.395199096e+007 +5.395199096e+007 +5.395136985e+007 +5.395136985e+007 -8.9126e-003 +4.9509e+000 -1.4332e+000 -2.0592e+000 -2.7127e+000 -7.2270e-001 +6.9473e-001 +1.8674e+000 +2.4937e+000 +8.9931e-001 -3.4049e-001 +2.1086e+000 +1.9674e+000 -1.1153e+000 +3.4323e+000 -5.1866e+000 +2.7680e+000 +1.3924e+000 +2.5564e+000 -9.0476e-001
981 +5.173066095e+007 +5.173066095e+007 +5.173003984e+007 +5.173003984e+007 +5.3232e-001 +4.8649e+000 -7.5452e-001 -2.2831e+000 -7.4022e-001 -6.0904e-001 +1.4276e+000 +5.4167e-001 +1.9758e+000 -1.8914e-001 -2.1271e+000 +2.4524e+000 +3.8424e+000 +1.6170e-001 +2.9374e+000 -1.0548e+000 +1.7998e+000 -2.5133e-001 +5.6461e+000 +6.0805e-001
996 +4.912839625e+007 +4.912839625e+007 +4.912777514e+007 +4.912777514e+007 -4.5150e-001 +4.5756e+000 -3.6237e-001 -2.3211e+000 +9.3880e-001 -2.0250e+000 +1.0173e+000 +2.2073e+000 +2.9155e+000 -5.2262e-001 -1.4982e+000 +3.5803e+000 +2.6146e+000 +9.4602e-001 +2.9570e+000 -6.4185e+000 +2.0581e+000 +3.3600e+000 +2.3500e+000 -1.0974e+000
1021 +3.358094172e+007 +3.358094172e+007 +3.358032061e+007 +3.358032061e+007 -6.0078e-001 +5.4293e+000 -1.0343e+000 -3.3267e+000 +9.2289e-001 -2.8175e+000 +1.2605e+000 +1.7592e+000 +2.3898e-002 +1.2816e+000 -5.3119e-001 +3.0636e+000 +2.5554e+000 -3.8159e-001 +3.5868e+000 -2.4185e+000 +2.5609e+000 +1.2840e+000 +1.5458e+000 +2.1150e+000
1346 +2.209482142e+007 +2.209482142e+007 +2.209420031e+007 +2.209420031e+007 +1.5544e+000 +3.3721e+000 -1.6238e-001 -2.8295e+000 -8.6493e-001 -2.6239e+000 +4.9320e-001 +3.0812e-001 +1.4661e+000 -2.5156e-001 +1.6778e-001 +4.2434e+000 +2.8914e+000 -2.0388e-001 +3.3211e+000 -1.8405e+000 +3.1442e+000 +2.3667e+000 +1.2575e+000 -1.0465e+000
1444 +1.812510187e+007 +1.812510187e+007 +1.812448076e+007 +1.812448076e+007 -1.2304e+000 +2.8958e+000 +1.7335e-001 -4.5180e+000 -1.1284e+000 -1.8157e+000 +8.5012e-001 -1.0308e+000 +2.4203e+000 -1.3841e+000 +4.7058e-001 +4.3464e+000 +2.9991e+000 +2.0801e+000 +3.2939e+000 -3.1454e+000 +1.0888e+000 +2.0956e+000 +2.7010e+000 -1.6697e+000
1512 +1.189467354e+007 +1.189467354e+007 +1.189405243e+007 +1.189405243e+007 +8.0707e-002 +4.2030e+000 -1.5042e-002 -2.9127e+000 -9.0703e-002 -2.2345e+000 +1.5566e+000 -1.9730e-001 +1.4712e+000 +4.4141e-001 +9.4739e-001 +2.6133e+000 +3.2925e+000 -3.6888e-001 +3.1521e+000 -3.3914e+000 +3.6951e-001 +2.6680e+000 +2.7213e+000 -2.2633e-001
1706 +6.367266900e+006 +6.367266900e+006 +6.366645790e+006 +6.366645790e+006 -6.4120e-001 +3.4046e+000 +3.0386e-001 -3.1622e+000 -3.2726e-001 -2.5837e+000 +1.2975e+000 -7.6303e-001 +1.2594e+000 +6.1572e-001 -4.4365e-002 +2.4477e+000 +4.1027e+000 +5.5336e-001 +2.5582e+000 -2.6548e+000 +2.0000e+000 +1.3535e+000 +1.5222e+000 -5.3954e-001
2199 +5.963920323e+006 +5.963920323e+006 +5.963299213e+006 +5.963299213e+006 -4.8077e-003 +4.7002e+000 -6.6626e-001 -3.1979e+000 -1.2432e+000 -1.6528e+000 +2.1881e+000 +2.8460e-001 +1.5505e+000 +6.7212e-001 +1.2050e+000 +2.9335e+000 +4.6997e+000 +1.4123e+000 +2.2413e+000 -2.0138e+000 +1.2724e+000 +2.4721e+000 +9.3213e-001 -8.7960e-002
2338 +4.369437008e+006 +4.369437008e+006 +4.368815898e+006 +4.368815898e+006 +1.2684e-001 +4.6744e+000 +7.8872e-002 -2.3542e+000 -9.3365e-001 -1.9330e+000 +1.8744e+000 -1.1937e+000 -2.7129e-002 -2.9854e-001 +9.6771e-001 +2.7904e+000 +3.4469e+000 +7.9076e-001 +1.8446e+000 -2.6291e+000 +5.7858e-001 +2.1429e+000 +2.0734e+000 -4.8798e-001
2391 +4.328640311e+006 +4.328640311e+006 +4.328019201e+006 +4.328019201e+006 +6.6963e-002 +3.7240e+000 -1.1118e-001 -2.8905e+000 +2.3446e-004 -2.1092e+000 +1.8578e+000 -1.1400e+000 +9.6220e-001 -2.6322e-001 +1.0003e+000 +3.0467e+000 +4.0724e+000 +1.2797e+000 +2.9419e+000 -2.4720e+000 +1.3468e+000 +1.9489e+000 +2.1537e+000 +2.4571e-001
2422 +2.972896170e+006 +2.972896170e+006 +2.972275060e+006 +2.972275060e+006 -1.7544e-001 +4.1227e+000 +1.3229e-001 -3.0938e+000 -7.4911e-001 -1.8761e+000 +2.2218e+000 -5.6643e-001 +1.2504e+000 -1.4206e-001 +1.2628e+000 +2.7835e+000 +3.2459e+000 +1.3516e+000 +2.2440e+000 -3.1236e+000 -1.1235e-001 +2.2607e+000 +2.0174e+000 -9.9603e-002
2505 +2.775961490e+006 +2.775961490e+006 +2.775340380e+006 +2.775340380e+006 +4.9460e-002 +3.6793e+000 -1.2823e-001 -3.4356e+000 -6.7603e-001 -2.2252e+000 +2.9629e+000 -3.2552e-001 +1.0783e+000 -6.5802e-001 +8.1346e-001 +3.0192e+000 +3.5110e+000 +1.7830e+000 +2.1675e+000 -1.8415e+000 +1.0751e+000 +1.9623e+000 +1.6095e+000 -3.4236e-001
