% function evaluation | noise-free fitness - Fopt (1.000000000000e+003) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.788831551e+003 +1.788831551e+003 +2.788831551e+003 +2.788831551e+003 +7.1202e+000 -7.9881e+000 +9.3819e-001
3 +1.608109764e+003 +1.608109764e+003 +2.608109764e+003 +2.608109764e+003 +5.0782e-001 -2.9011e+000 -3.5388e+000
11 +1.401301660e+003 +1.401301660e+003 +2.401301660e+003 +2.401301660e+003 -2.5156e+000 -7.3496e+000 -4.4199e+000
15 +1.307965855e+003 +1.307965855e+003 +2.307965855e+003 +2.307965855e+003 -1.3232e+001 -7.6820e+000 -9.5997e+000
17 +3.550665352e+002 +3.550665352e+002 +1.355066535e+003 +1.355066535e+003 -3.8981e+000 -5.1710e+000 -2.6034e-002
39 +2.474998975e+002 +2.474998975e+002 +1.247499898e+003 +1.247499898e+003 -1.6689e+000 -5.3590e+000 +4.1973e+000
77 +2.195183068e+002 +2.195183068e+002 +1.219518307e+003 +1.219518307e+003 +6.9441e+000 +9.6048e-001 +1.1414e+001
95 +1.474390065e+002 +1.474390065e+002 +1.147439007e+003 +1.147439007e+003 -9.5412e-001 -3.8469e+000 +6.4123e+000
106 +1.031200555e+002 +1.031200555e+002 +1.103120056e+003 +1.103120056e+003 +2.3117e+000 +1.0610e+000 +5.2484e+000
127 +5.660126896e+001 +5.660126896e+001 +1.056601269e+003 +1.056601269e+003 -1.0085e+000 +3.7632e+000 +5.7477e+000
140 +4.434480028e+001 +4.434480028e+001 +1.044344800e+003 +1.044344800e+003 -4.6611e-001 +4.5541e-001 +5.0808e+000
165 +4.058463946e+001 +4.058463946e+001 +1.040584639e+003 +1.040584639e+003 -1.7453e+000 +2.4929e+000 +5.3720e+000
166 +3.367433626e+001 +3.367433626e+001 +1.033674336e+003 +1.033674336e+003 -3.8910e+000 +2.3519e+000 +4.2351e+000
187 +2.082381612e+001 +2.082381612e+001 +1.020823816e+003 +1.020823816e+003 -3.1805e+000 +3.0660e+000 +4.7890e+000
213 +1.445946957e+001 +1.445946957e+001 +1.014459470e+003 +1.014459470e+003 -2.6939e+000 +1.7867e+000 +3.2440e+000
300 +5.520016076e+000 +5.520016076e+000 +1.005520016e+003 +1.005520016e+003 -1.4675e+000 +2.7736e+000 +4.3489e+000
418 +2.023272612e+000 +2.023272612e+000 +1.002023273e+003 +1.002023273e+003 -2.7015e+000 +3.0724e+000 +4.1967e+000
502 +1.784559442e+000 +1.784559442e+000 +1.001784559e+003 +1.001784559e+003 -2.7840e+000 +3.0438e+000 +4.1669e+000
505 +1.471097396e+000 +1.471097396e+000 +1.001471097e+003 +1.001471097e+003 -2.7771e+000 +3.0744e+000 +4.1683e+000
511 +1.373297994e+000 +1.373297994e+000 +1.001373298e+003 +1.001373298e+003 -2.7748e+000 +3.0669e+000 +4.1680e+000
545 +1.282288191e+000 +1.282288191e+000 +1.001282288e+003 +1.001282288e+003 -2.7657e+000 +3.0653e+000 +4.1829e+000
569 +1.240044763e+000 +1.240044763e+000 +1.001240045e+003 +1.001240045e+003 -2.7627e+000 +3.0588e+000 +4.1741e+000
614 +1.211932063e+000 +1.211932063e+000 +1.001211932e+003 +1.001211932e+003 -2.7636e+000 +3.0543e+000 +4.1805e+000
629 +1.196057947e+000 +1.196057947e+000 +1.001196058e+003 +1.001196058e+003 -2.7552e+000 +3.0657e+000 +4.1784e+000
647 +1.174170382e+000 +1.174170382e+000 +1.001174170e+003 +1.001174170e+003 -2.7580e+000 +3.0558e+000 +4.1789e+000
662 +1.143898726e+000 +1.143898726e+000 +1.001143899e+003 +1.001143899e+003 -2.7565e+000 +3.0614e+000 +4.1809e+000
682 +1.102510055e+000 +1.102510055e+000 +1.001102510e+003 +1.001102510e+003 -2.7533e+000 +3.0580e+000 +4.1846e+000
690 +1.038531955e+000 +1.038531955e+000 +1.001038532e+003 +1.001038532e+003 -2.7428e+000 +3.0556e+000 +4.1914e+000
858 +1.021089177e+000 +1.021089177e+000 +1.001021089e+003 +1.001021089e+003 -2.7403e+000 +3.0534e+000 +4.1956e+000
1010 +9.988362149e-001 +9.988362149e-001 +1.000998836e+003 +1.000998836e+003 -2.7313e+000 +3.0518e+000 +4.2007e+000
% function evaluation | noise-free fitness - Fopt (7.003000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.557385517e+002 +2.557385517e+002 +3.257685517e+002 +3.257685517e+002 +2.5056e+000 -6.0833e+000 -3.9583e+000
2 +6.595622745e+001 +6.595622745e+001 +1.359862275e+002 +1.359862275e+002 -2.5325e+000 -5.1163e+000 -1.7659e+000
11 +3.735161565e+001 +3.735161565e+001 +1.073816156e+002 +1.073816156e+002 -2.7900e+000 -2.8061e+000 -4.5650e+000
12 +2.648431555e+001 +2.648431555e+001 +9.651431555e+001 +9.651431555e+001 -1.7191e+000 -2.3057e+000 -4.3428e+000
19 +2.576781432e+001 +2.576781432e+001 +9.579781432e+001 +9.579781432e+001 -2.4350e+000 -3.5517e+000 -5.2366e+000
49 +2.276663477e+001 +2.276663477e+001 +9.279663477e+001 +9.279663477e+001 -1.8646e+000 -3.8753e+000 -6.0518e+000
52 +1.726020040e+001 +1.726020040e+001 +8.729020040e+001 +8.729020040e+001 -1.2098e+000 -3.8772e+000 -4.7014e+000
116 +1.106136853e+001 +1.106136853e+001 +8.109136853e+001 +8.109136853e+001 -2.4254e+000 -3.9215e+000 -4.5413e+000
314 +9.596319325e+000 +9.596319325e+000 +7.962631932e+001 +7.962631932e+001 -1.5923e+000 -3.5221e+000 -4.4043e+000
369 +9.249172718e+000 +9.249172718e+000 +7.927917272e+001 +7.927917272e+001 -1.4712e+000 -4.1670e+000 -4.4630e+000
392 +8.892571750e+000 +8.892571750e+000 +7.892257175e+001 +7.892257175e+001 -1.4780e+000 -4.1906e+000 -4.5331e+000
400 +6.560952364e+000 +6.560952364e+000 +7.659095236e+001 +7.659095236e+001 -1.5212e+000 -4.1654e+000 -4.4969e+000
412 +6.118516004e+000 +6.118516004e+000 +7.614851600e+001 +7.614851600e+001 -1.5121e+000 -4.1724e+000 -4.5338e+000
526 +6.012370089e+000 +6.012370089e+000 +7.604237009e+001 +7.604237009e+001 -1.5138e+000 -4.1661e+000 -4.5257e+000
% function evaluation | noise-free fitness - Fopt (-4.822000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.227980939e+002 +9.227980939e+002 +8.745780939e+002 +8.745780939e+002 +5.3919e+000 +3.6518e+000 -5.1652e+000
16 +5.433805095e+002 +5.433805095e+002 +4.951605095e+002 +4.951605095e+002 +5.4594e+000 -1.2073e+001 -9.5739e+000
17 +4.453749114e+002 +4.453749114e+002 +3.971549114e+002 +3.971549114e+002 +3.4003e+000 +2.1888e+000 -6.2663e+000
18 +1.432652197e+002 +1.432652197e+002 +9.504521974e+001 +9.504521974e+001 +4.9608e+000 -4.5653e+000 -9.5815e+000
47 +9.307327385e+001 +9.307327385e+001 +4.485327385e+001 +4.485327385e+001 +1.1787e+000 -1.3202e+000 -8.0966e+000
70 +8.321230520e+001 +8.321230520e+001 +3.499230520e+001 +3.499230520e+001 +2.6006e+000 -2.8962e+000 -7.8532e+000
77 +6.061154692e+001 +6.061154692e+001 +1.239154692e+001 +1.239154692e+001 +2.1860e+000 -2.6880e+000 -7.1513e+000
86 +5.420943912e+001 +5.420943912e+001 +5.989439119e+000 +5.989439119e+000 +1.5082e+000 -2.3286e+000 -5.5985e+000
131 +4.206702591e+001 +4.206702591e+001 -6.152974087e+000 -6.152974087e+000 +1.9820e+000 -3.0946e+000 -5.6137e+000
181 +3.255896728e+001 +3.255896728e+001 -1.566103272e+001 -1.566103272e+001 +1.5337e+000 -2.3157e+000 -5.2073e+000
234 +3.188723033e+001 +3.188723033e+001 -1.633276967e+001 -1.633276967e+001 +4.0538e-001 -1.9179e+000 -4.7244e+000
246 +3.144894621e+001 +3.144894621e+001 -1.677105379e+001 -1.677105379e+001 +8.5193e-001 -2.1107e+000 -4.8982e+000
267 +2.649532745e+001 +2.649532745e+001 -2.172467255e+001 -2.172467255e+001 +9.1579e-001 -2.2766e+000 -4.6279e+000
296 +1.653362991e+001 +1.653362991e+001 -3.168637009e+001 -3.168637009e+001 +1.0604e-002 -1.8676e+000 -4.3355e+000
452 +1.207913183e+001 +1.207913183e+001 -3.614086817e+001 -3.614086817e+001 -6.3951e-001 -2.0258e+000 -2.7629e+000
457 +1.188057905e+001 +1.188057905e+001 -3.633942095e+001 -3.633942095e+001 -1.1637e+000 -2.0302e+000 -2.8537e+000
490 +1.053406443e+001 +1.053406443e+001 -3.768593557e+001 -3.768593557e+001 -1.1121e+000 -2.2412e+000 -3.3172e+000
513 +8.589216495e+000 +8.589216495e+000 -3.963078351e+001 -3.963078351e+001 -9.9174e-001 -2.1969e+000 -2.9539e+000
529 +6.256644718e+000 +6.256644718e+000 -4.196335528e+001 -4.196335528e+001 -1.1515e+000 -2.2030e+000 -2.8639e+000
531 +5.871411706e+000 +5.871411706e+000 -4.234858829e+001 -4.234858829e+001 -1.0343e+000 -2.2182e+000 -2.9110e+000
542 +5.377168610e+000 +5.377168610e+000 -4.284283139e+001 -4.284283139e+001 -1.1182e+000 -2.2001e+000 -2.8784e+000
555 +5.357576270e+000 +5.357576270e+000 -4.286242373e+001 -4.286242373e+001 -1.1559e+000 -2.1811e+000 -2.8127e+000
586 +5.040686066e+000 +5.040686066e+000 -4.317931393e+001 -4.317931393e+001 -1.1037e+000 -2.1983e+000 -2.8683e+000
760 +5.007073087e+000 +5.007073087e+000 -4.321292691e+001 -4.321292691e+001 -1.0800e+000 -2.2249e+000 -2.8652e+000
% function evaluation | noise-free fitness - Fopt (2.547000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.028801359e+002 +3.028801359e+002 +3.283501359e+002 +3.283501359e+002 -7.3441e-001 -9.8757e-001 +3.0289e+000
4 +2.235432041e+002 +2.235432041e+002 +2.490132041e+002 +2.490132041e+002 -4.9786e+000 +4.7032e-001 +3.1207e+000
7 +1.776948693e+002 +1.776948693e+002 +2.031648693e+002 +2.031648693e+002 -5.2013e+000 +1.2603e+000 +2.6287e-001
12 +1.353101561e+002 +1.353101561e+002 +1.607801561e+002 +1.607801561e+002 -3.5827e+000 -5.1899e-001 +2.1721e+000
23 +1.105288191e+002 +1.105288191e+002 +1.359988191e+002 +1.359988191e+002 -6.5675e+000 +2.4732e-001 +1.7750e+000
41 +5.796851228e+001 +5.796851228e+001 +8.343851228e+001 +8.343851228e+001 -6.3104e+000 -1.8957e-002 +1.1796e+000
45 +2.681408182e+001 +2.681408182e+001 +5.228408182e+001 +5.228408182e+001 -5.4884e+000 -9.0896e-001 +3.6190e-001
53 +2.454058755e+001 +2.454058755e+001 +5.001058755e+001 +5.001058755e+001 -4.1676e+000 -6.3176e-001 -2.3504e+000
78 +4.570400314e+000 +4.570400314e+000 +3.004040031e+001 +3.004040031e+001 -4.5860e+000 -1.7853e+000 -7.0129e-001
% function evaluation | noise-free fitness - Fopt (-1.008100000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.205293399e+001 +9.205293399e+001 -8.757066009e+000 -8.757066009e+000 +6.1110e+000 -1.3885e+000 -6.4460e-001
9 +8.361853250e+001 +8.361853250e+001 -1.719146750e+001 -1.719146750e+001 +5.0948e+000 -2.9562e+000 +1.6805e+000
26 +7.172912108e+001 +7.172912108e+001 -2.908087892e+001 -2.908087892e+001 +3.0139e+000 -2.0028e+000 +1.1990e+000
27 +6.635038924e+001 +6.635038924e+001 -3.445961076e+001 -3.445961076e+001 +6.0810e+000 -2.1590e+000 +3.0721e+000
28 +5.049438542e+001 +5.049438542e+001 -5.031561458e+001 -5.031561458e+001 +5.1422e+000 -8.8628e-001 +1.9451e+000
32 +2.792038643e+001 +2.792038643e+001 -7.288961357e+001 -7.288961357e+001 +4.6866e+000 -1.9393e+000 +1.8509e+000
98 +2.006296671e+001 +2.006296671e+001 -8.074703329e+001 -8.074703329e+001 +4.2238e+000 -1.8570e+000 +2.0851e+000
