% function evaluation | noise-free fitness - Fopt (1.491500000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.095952714e+005 +4.095952714e+005 +4.097444214e+005 +4.097444214e+005 +1.9744e+000 -3.5393e+000 -8.5482e+000 -2.6482e+000 -2.5994e+000
2 +1.710312272e+005 +1.710312272e+005 +1.711803772e+005 +1.711803772e+005 -8.5397e-001 +4.1185e+000 -3.0613e+000 -4.1535e+000 -2.2604e+000
4 +5.762741144e+003 +5.762741144e+003 +5.911891144e+003 +5.911891144e+003 -2.9043e+000 -2.3673e+000 -2.7319e+000 -9.8173e-001 -2.8949e+000
13 +4.484330923e+003 +4.484330923e+003 +4.633480923e+003 +4.633480923e+003 -1.1246e+000 -5.8300e-001 -3.1426e+000 -3.9279e-001 -1.0406e+000
45 +3.396076652e+003 +3.396076652e+003 +3.545226652e+003 +3.545226652e+003 -2.2761e+000 -2.7339e+000 -3.9030e-001 -1.8587e+000 -2.1996e-001
55 +1.283288333e+003 +1.283288333e+003 +1.432438333e+003 +1.432438333e+003 -2.7049e+000 -2.8875e-001 -1.7653e+000 -6.9949e-001 -1.2308e-001
56 +9.678925162e+002 +9.678925162e+002 +1.117042516e+003 +1.117042516e+003 -5.9709e-001 -1.7263e+000 -1.8371e+000 -1.2645e+000 +3.7679e-001
59 +7.194613230e+002 +7.194613230e+002 +8.686113230e+002 +8.686113230e+002 -8.5718e-001 -6.8052e-001 -1.4504e+000 -1.0961e+000 +1.0843e+000
78 +6.802670426e+002 +6.802670426e+002 +8.294170426e+002 +8.294170426e+002 -8.9748e-001 -6.1486e-001 -1.2996e+000 -7.5503e-001 +4.1262e-001
86 +6.369315266e+002 +6.369315266e+002 +7.860815266e+002 +7.860815266e+002 -2.0038e-001 -1.7359e+000 -1.4996e+000 -9.8792e-001 -7.7997e-001
87 +4.434152350e+002 +4.434152350e+002 +5.925652350e+002 +5.925652350e+002 -1.0379e+000 -2.2455e-001 -7.6666e-001 +2.2662e+000 -1.8613e+000
